Text,Date,Favorites,Retweets,Tweet ID
"With Hillary and Obama, the terrorist attacks will only get worse. Politically correct fools, won't even call it what it is - RADICAL ISLAM!",2016-07-04 11:34:15,33017,12398,749989709275885568
"Crooked Hillary Clinton is ""guilty as hell"" but the system is totally rigged and corrupt! Where are the 33,000 missing e-mails?",2016-07-04 11:26:56,28883,10897,749987869452828672
The only people who are not interested in being the V.P. pick are the people who have not been asked!,2016-07-04 10:25:04,17600,4841,749972298086645760
I look forward to meeting @joniernst today in New Jersey. She has done a great job as Senator of Iowa!,2016-07-04 10:19:13,12794,3284,749970824766091264
"Spent time with Indiana Governor Mike Pence and family yesterday. Very impressed, great people!",2016-07-04 10:11:09,14151,3477,749968796618817538
"Senator Tom Cotton was great on Meet the Press yesterday. Despite a totally one-sided interview by Chuck Todd, the end result was solid!",2016-07-04 09:56:34,13916,3503,749965127278034944
"Dishonest media is trying their absolute best to depict a star in a tweet as the Star of David rather than a Sheriff's Star, or plain star!",2016-07-04 09:42:16,24698,7523,749961528422625281
Happy 4th of July! #Trump2016 #AmericaFirst https://www.facebook.com/DonaldTrump/videos/10157254332085725/ …pic.twitter.com/YhHyQjwJW6,2016-07-04 09:32:35,20646,7913,749959090210832386
Crooked Hillary will NEVER be able to handle the complexities and danger of ISIS - it will just go on forever. We need change!,2016-07-04 08:00:11,20240,6759,749935837748596736
"The third mass attack (slaughter) in days by ISIS. 200 dead in Baghdad, worst in many years. We do not have leadership that can stop this!",2016-07-04 07:54:40,20296,7068,749934450868387840
"In Bangladesh, hostages were immediately killed by ISIS terrorists if they were unable to cite a verse from the Koran. 20 were killed!",2016-07-04 07:35:16,14564,5817,749929565661884417
I believe that Crooked Hillary sent Bill to have the meeting with the U.S.A.G. So Bill is not in trouble with H except that he got caught!,2016-07-03 17:46:58,20605,6448,749721116911034368
"The SECRET meeting between Bill Clinton and the U.S.A.G. in back of closed plane was heightened with FBI shouting ""go away, no pictures.""",2016-07-03 17:43:25,22581,8343,749720224220475393
"Does anybody really believe that Bill Clinton and the U.S.A.G. talked only about ""grandkids"" and golf for 37 minutes in plane on tarmac?",2016-07-03 17:38:20,22358,7906,749718947973529600
"""THE SYSTEM IS RIGGED!""",2016-07-03 17:00:39,24829,10168,749709462974435329
"On Saturday a great man, Elie Wiesel, passed away.The world is a better place because of him and his belief that good can triumph over evil!",2016-07-03 16:47:51,21449,5709,749706242579247105
Crooked Hillary Clinton knew that her husband wanted to meet with the U.S.A.G. to work out a deal. The system is totally rigged & corrupt!,2016-07-03 16:20:20,24760,8864,749699315367612416
Only a fool would believe that the meeting between Bill Clinton and the U.S.A.G. was not arranged or that Crooked Hillary did not know.,2016-07-03 16:16:23,27375,9549,749698321074180096
"Just watched @meetthepress and how totally biased against me Chuck Todd, and the entire show, is against me.The good news-the people get it!",2016-07-03 13:40:49,20277,5902,749659173353299968
"It was just announced-by sources-that no charges will be brought against Crooked Hillary Clinton. Like I said, the system is totally rigged!",2016-07-02 17:13:02,49826,21526,749350193095667713
It is impossible for the FBI not to recommend criminal charges against Hillary Clinton. What she did was wrong! What Bill did was stupid!,2016-07-02 16:39:39,36476,13105,749341789102960640
Thank you @greta. #ImWithYoupic.twitter.com/SLdqNhD4Tm,2016-07-02 11:33:19,14681,5982,749264697233383424
"Thank you for your support!
#AmericaFirst #LeadRight2016https://twitter.com/richrdhernandez/status/746791839861252096 …",2016-07-02 11:32:04,9288,2986,749264383990194176
Thank you! #AmericaFirstpic.twitter.com/MYG45LxGmH,2016-07-02 11:23:25,24295,8621,749262206672445441
If I become the next POTUS- they will not be ignoring! #AmericaFirsthttp://m.washingtontimes.com/news/2016/jul/1/nearly-1-million-immigrants-ignoring-deportation/ …,2016-07-02 11:19:35,10156,4099,749261242137710592
"Crooked Hillary -- Makes History! 
#ImWithYou #AmericaFirstpic.twitter.com/PKQhYhMmIX",2016-07-02 11:19:19,25504,11198,749261175968436224
The #2A to our Constitution is clear. The right of the people to keep & bear Arms shall not be infringed upon.pic.twitter.com/sqe12D0MBJ,2016-07-02 09:55:45,25861,10341,749240145442922496
#AmericaFirst #ImWithYoupic.twitter.com/iEcnnlJ728,2016-07-02 09:45:16,16626,5992,749237508916056064
"The speakers slots at the Republican Convention are totally filled, with a long waiting list of those that want to speak - Wednesday release",2016-07-02 07:55:14,14746,4661,749209816732672000
"Just read in the failing @nytimes that I was not aware ""the event had to be held in Cleveland"" - a total lie. These people are sick!",2016-07-02 07:48:18,13125,4073,749208070505586688
When you can't say it - or see it -- you can't fix it. We will MAKE AMERICA SAFE AGAIN! #ImWithYou #AmericaFirst https://www.facebook.com/DonaldTrump/posts/10157247675605725:0 …,2016-07-01 21:29:25,14303,5111,749052325130534912
Just returned from Colorado. Amazing crowd!,2016-07-01 21:19:46,15337,3175,749049896431415296
"Thank you for inviting me to the Western Conservative Summit in Colorado! #ImWithYou #WCS16
https://www.facebook.com/DonaldTrump/posts/10157246984980725:0 …pic.twitter.com/QDQhRRuBbG",2016-07-01 15:47:04,13568,4115,748966167549603840
Thank you for your support! We will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirstpic.twitter.com/ravfFT5UBE,2016-07-01 13:07:52,26253,8065,748926103931150336
These crimes won't be happening if I'm elected POTUS. Killer should have never been here. #AmericaFirsthttp://www.thegatewaypundit.com/2016/07/oregon-killer-shot-dead-3-people-deported-6-times/#st_refDomain=t.co&st_refQuery=/h7m3WSKGlO …,2016-07-01 12:43:56,14891,7056,748920081942327296
"Yet another terrorist attack today in Israel -- a father, shot at by a Palestinian terrorist, was killed while:
http://bit.ly/29xZpgbIsrael ",2016-07-01 11:51:46,9637,4245,748906952713875456
Horrible killing of a 13 year old American girl at her home in Israel by a Palestinian terrorist. We must get tough. http://bit.ly/299PfhoStatement …,2016-07-01 09:32:19,13917,5604,748871858553024512
.@TraceAdkins great job on FOX this morning. Keep up the good work!,2016-07-01 09:24:14,10483,2564,748869825208913921
Take a look at what happened w/ Bill Clinton. The system is totally rigged. Does anybody really believe that meeting was just a coincidence?,2016-07-01 08:12:48,27787,10893,748851849185243136
Bill Clinton's meeting was a total secret. Nobody was to know about it but he was caught by a local reporter.,2016-07-01 08:12:06,20569,8015,748851673313873920
"As Bernie Sanders said, Hillary Clinton has bad judgement. Bill's meeting was probably initiated and demanded by Hillary!",2016-07-01 08:11:41,18538,6074,748851569190318080
#ThrowbackThursday #Trump2016https://amp.twimg.com/v/85615957-7a37-4b85-b74b-bef9cef779f1 …,2016-06-30 22:59:43,13704,5148,748712661764804608
I will be interviewed by @SeanHannity tonight at 10pm on FOX! Enjoy!,2016-06-30 18:41:28,11268,3043,748647669707350016
"The reason I put up approximately $50 million for my successful primary campaign is very simple, I want to MAKE AMERICA GREAT AGAIN!",2016-06-30 15:30:54,27274,8557,748599711792234496
I have self funded my winning primary campaign with an approx. $50 million loan. I have totally terminated the loan!,2016-06-30 15:30:20,18772,5075,748599572230975492
The very dishonest @NBCNews refuses to accept the fact that I have forgiven my $50 million loan to my campaign. Done deal!,2016-06-30 15:29:48,16700,5380,748599438034206720
"One of the reasons Hillary hid her emails was so the public wouldn't see how she got rich- selling out America. 
http://hosted.ap.org/dynamic/stories/U/US_CLINTON_EMAILS?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2016-06-29-17-38-07 …",2016-06-30 15:28:27,17457,7944,748599094252273664
Why would college graduates want Crooked Hillary as their President? She will destroy them!http://www.breitbart.com/2016-presidential-race/2016/06/28/graduates-staple-green-cards-hillary-clinton/ …,2016-06-30 14:53:11,12248,5113,748590222988947457
New book by @ericbolling is absolutely terrific and a must read! #WakeUpAmerica,2016-06-30 13:32:20,10935,3738,748569874042064900
The story with Hillary will never change.https://www.washingtonpost.com/news/the-fix/wp/2016/06/28/hillary-clintons-email-story-continues-to-get-harder-and-harder-to-believe/ …,2016-06-30 10:48:18,13198,6072,748528593634992128
"For reasons only they can explain, the @USChamber wants to continue our bad trade deals rather than renegotiating and making them better.",2016-06-29 22:39:36,15420,5488,748345210372038656
Tremendous day in Massachusetts and Maine. Thank you to everyone for making it so special!,2016-06-29 22:30:59,14212,3380,748343042994733056
"""@Gengm7: @jakeda @realDonaldTrump As of April this year, Hillary had spent $264,000,000 on her campaign Mr.Trump $55,000,000. self funding""",2016-06-29 21:46:50,16599,6007,748331931616579585
I will be on @oreillyfactor at 8:00 P.M. Enjoy!,2016-06-29 18:57:44,10421,2463,748289375801323520
ISIS exploded on Hillary Clinton's watch- she's done nothing about it and never will. Not capable!,2016-06-29 14:21:38,27003,10239,748219891577131010
"Will be in Bangor, Maine today! Join me- 4pmE at the Cross Insurance Center! https://www.donaldjtrump.com/schedule/register/bangor-me/ …pic.twitter.com/7LAPewxE05",2016-06-29 10:48:24,9728,2781,748166232298381312
New Q poll out- we are going to win the whole deal- and MAKE AMERICA GREAT AGAIN! #Trump2016pic.twitter.com/dL5ahNcwZb,2016-06-29 10:39:13,21292,6791,748163921383723008
Just watched Senator John Barrasso on @FoxNews - He was great! Thank you John.,2016-06-29 10:37:37,10027,2690,748163517455413248
Why would the USChamber be upset by the fact that I want to negotiate better and stronger trade deals or that I want penalties for cheaters?,2016-06-29 09:14:56,19331,6523,748142709932756992
"The @USCHAMBER must fight harder for the American worker. China, and many others, are taking advantage of U.S. with our terrible trade pacts",2016-06-29 09:09:49,13648,4384,748141420528140288
Iron Mike Tyson was not asked to speak at the Convention though I'm sure he would do a good job if he was. The media makes everything up!,2016-06-28 22:55:50,19623,5580,747986907162877952
"""@jtsbk:  @AllenWest thanks for sharing Eric we need @realDonaldTrump now as this administration is incapable of keeping our country safe""",2016-06-28 20:31:48,12120,3865,747950659111006208
We must do everything possible to keep this horrible terrorism outside the United States.,2016-06-28 17:10:57,38738,14407,747900114363092992
"Yet another terrorist attack, this time in Turkey. Will
the world ever realize what is going on? So sad.",2016-06-28 17:08:51,32521,12734,747899586593890309
"Hillary Clinton’s Presidency would be catastrophic for
the future of our country. She is ill-fit with bad judgment.",2016-06-28 16:26:22,26333,9428,747888895581372416
"Benghazi is just another Hillary Clinton failure. It just
never seems to work the way it's supposed to with Clinton.",2016-06-28 16:24:13,23935,8099,747888354126069761
"Check it out - 2nd video on Lying Crooked Hillary is now online! Watch it here: 
https://www.lyingcrookedhillary.com/lie/clinton-lies-about-classified-material-on-her-secret-server …
#CrookedHillary #Trump2016",2016-06-28 15:30:35,11095,5178,747874856130183168
"""@kridan1: Canceled cable - sick of their bad coverage of you and the fawning over Clinton ... Listened to your great speech on YouTube""",2016-06-28 15:28:13,12598,3244,747874261583470592
"""@bluedogdemky: @CWAUnion @iowa_trump @RichardTrumka @AFLCIO This is why I would think the unions would support @realDonaldTrump for #POTUS""",2016-06-28 15:26:42,7446,2131,747873880103059457
"""@arnold_ziffel: @AnnCoulter also can't help but notice the stock market's reaction as @realDonaldTrump was speaking. #UPUPUP""",2016-06-28 15:24:43,9000,2855,747873381077356545
"""@Patricia_Graf:  @GovBrewer @cvpayne let's get Trump supporters out in massive numbers and make America Great Again - create jobs""",2016-06-28 15:24:26,10096,3087,747873311531614208
"""@vegas_sports: Good for @realDonaldTrump he's smart on business. Maybe If corporations weren't overtaxed they would stay. Voting for #Trump",2016-06-28 15:23:18,8954,2588,747873024515407872
"""@GovBrewer: I'll be a guest today on Making Money with @cvpayne on @ Fox Business 6 PM ET / 3 PM PT Discussing @realDonaldTrump. Tune in!""",2016-06-28 15:20:15,7302,1973,747872257872125952
.@CNN is all negative when it comes to me. I don't watch it anymore.,2016-06-27 09:39:12,24026,7184,747424042181791744
"The media is unrelenting. They will only go with and report a story in a negative light. I called Brexit (Hillary was wrong), watch November",2016-06-27 09:18:12,22330,6934,747418754255052802
"Crooked Hillary is wheeling out one of the least productive senators in the U.S. Senate, goofy Elizabeth Warren, who lied on heritage.",2016-06-27 09:07:04,26106,8311,747415955400196096
"""@LindaSuhler: Trump voters don't scare or back down. Our numbers are growing & we're taking our country BACK. #Trump2016 #MAGA",2016-06-26 21:33:10,24161,8946,747241330552737793
"""@w4djt: ""Under a Trump presidency, America will make brilliant new trade deals!"" —Donald Trump #dtmag pic.twitter.com/NpYI9i4iSG""",2016-06-26 21:31:40,20229,6076,747240949370261504
"""@brazosboys: Hillary read ""sigh"" off the Teleprompter, She's so fake she has to be told how to feel: https://youtu.be/iYUQtxXZPsk  @FoxNews",2016-06-26 20:38:14,21616,9420,747227503329173505
"""@JimVitari:  @ABC @washingtonpost we know they're fake just like poles during primary. I'm sure u will crush #CrookedHillary in general""",2016-06-26 19:24:35,11713,3365,747208970201333760
"The ""dirty"" poll done by @ABC @washingtonpost is a disgrace. Even they admit that many more Democrats were polled. Other polls were good.",2016-06-26 19:13:25,15344,5226,747206160806219776
Crooked Hillary Attacks Foreign Government Donations - While Ignoring Her Own: https://www.facebook.com/DonaldTrump/posts/10157225458500725:0 …,2016-06-26 18:28:32,11192,4377,747194865633595392
Crooked Hillary Clinton got Brexit wrong. I said LEAVE will win. She has no sense of markets and such bad judgement. Only a question of time,2016-06-26 18:15:40,17721,5584,747191624535511040
"Hillary Clinton is not a change agent, just the same old status quo! She is spending a fortune, I am spending very little. Close in polls!",2016-06-26 18:09:30,18959,5946,747190075344162817
"People in our country want borders, and without them the old line pols like Crooked Hillary will not win. It is time for CHANGE -- and JOBS!",2016-06-26 17:21:50,21138,6748,747178078682644480
Top 50 Facts About Crooked Hillary Clinton From Trump 'Stakes Of The Election' Address: https://assets.donaldjtrump.com/ClintonFacts.pdf …,2016-06-26 12:31:38,12417,6091,747105049352888320
The @ABC poll sample is heavy on Democrats.  Very dishonest - why would they do that? Other polls good!,2016-06-26 12:21:15,14353,4701,747102432862273536
"Crooked Hillary just took a major ad of me playing golf at Turnberry. Shows me hitting shot, but I never did = lie! Was there to support son",2016-06-26 12:06:23,21162,7255,747098691492786176
Clinton is trying to wash away her bad judgement call on BREXIT with big dollar ads. Disgraceful!,2016-06-26 07:36:14,18709,6449,747030708678430720
"Crooked Hillary Clinton, who called BREXIT 100% wrong (along with Obama), is now spending Wall Street money on an ad on my correct call.",2016-06-26 07:33:17,22175,7694,747029963702996992
"George Will, one of the most overrated political pundits (who lost his way long ago), has left the Republican Party.He's made many bad calls",2016-06-26 07:24:00,18883,5401,747027629652443136
"Just landed in New York - a one night stay in Scotland. Turnberry came out magnificently. My son, Eric, did a great job - under budget!",2016-06-25 23:32:05,21910,4763,746908869134262272
Obama has blocked ICE officers and BP from doing their jobs. That ends when I am President!,2016-06-25 22:40:06,24110,8309,746895785338544128
I have never liked the media term 'mass deportation' -- but we must enforce the laws of the land!,2016-06-25 22:39:23,22723,6803,746895602798178304
We only want to admit those who love our people and support our values. #AmericaFirst,2016-06-25 22:37:59,24296,8473,746895252884164608
We must suspend immigration from regions linked with terrorism until a proven vetting method is in place.,2016-06-25 22:37:14,35114,11911,746895065591783424
Thank you to everyone who came out & joined us @TrumpTurnberry yesterday! @EricTrump @IvankaTrump @DonaldJTrumpJrpic.twitter.com/hQ1JTMrUtG,2016-06-25 12:00:18,14863,3996,746734772928528384
"On the 13th tee box @TrumpScotland with my grand daughter, Kai! @DonaldJTrumpJr https://instagram.com/p/BHFO7q0Dg6m/ ",2016-06-25 11:07:32,9949,2233,746721493061632000
"Arriving @TrumpScotland with @DonaldJTrumpJr & @EricTrump. Back to New York tonight. 
Video: https://www.facebook.com/DonaldTrump/videos/10157219372685725/ …",2016-06-25 10:55:11,8460,2005,746718385828859904
"So funny, Crooked Hillary called BREXIT so incorrectly, and now she says that she is the one to deal with the U.K. All talk, no action!",2016-06-25 08:00:29,27033,8734,746674420605980672
Thoughts and prayers are with everyone in West Virginia- dealing with the devastating floods. #ImWithYou,2016-06-25 00:29:41,27764,9213,746560976921706500
"""@Jolena3: @realDonaldTrump And we will get it back once we have President Trump! Can't wait!""",2016-06-24 18:31:14,11278,2801,746470769862017024
"""@DarrenWaggener: @realDonaldTrump What has happened in the UK in the last 12 hours is exactly what will happen in November..vote TRUMP 2016",2016-06-24 18:12:13,18439,6147,746465982026289152
"Many people are equating BREXIT, and what is going on in Great Britain, with what is happening in the U.S. People want their country back!",2016-06-24 17:43:17,29215,10310,746458701565988864
"The opening of Trump Turnberry in Scotland was a big success. Good timing, I was here for BREXIT. Very exciting news conference today!",2016-06-24 17:34:48,16803,4168,746456564337344512
Crooked Hillary called it totally wrong on BREXIT - she went with Obama - and now she is saying we need her to lead. She would be a disaster,2016-06-24 17:23:40,30046,10525,746453765935366144
I want all Americans to succeed together. President Obama's illegal executive amnesty undermines job prospects for...https://www.facebook.com/DonaldTrump/posts/10157210293405725 …,2016-06-24 14:50:57,14913,5467,746415333741756418
New Government data by the Center for Immigration Studies shows more than 3M new legal & illegal immigrants settled..https://www.facebook.com/DonaldTrump/posts/10157214830260725 …,2016-06-24 14:48:50,9916,4121,746414797416243200
"America is proud to stand shoulder-to-shoulder w/a free & ind UK. We stand together as friends, as allies, & as a people w/a shared history.",2016-06-24 06:32:00,40492,16146,746289768707698688
"Self-determination is the sacred right of all free people's, and the people of the UK have exercised that right for all the world to see.",2016-06-24 06:30:31,31700,13369,746289394231828480
"Getting ready to open the magnificent Turnberry in Scotland. What a great day, especially when added to the brave & brilliant vote.",2016-06-24 05:28:54,17663,4674,746273889160957952
"Statement Regarding British Referendum on E.U. Membership
https://www.facebook.com/DonaldTrump/posts/10157213077740725 …",2016-06-24 05:28:49,10641,4279,746273866322829312
"Just arrived in Scotland. Place is going wild over the vote. They took their country back, just like we will take America back. No games!",2016-06-24 05:21:55,48823,18057,746272130992644096
"Congratulations to my son, Eric, on the fantastic job he has done in rebuilding Turnberry, and its great Ailsa Course. Always support kids!",2016-06-23 20:58:06,24391,5257,746145338608713728
Leaving now for a one night trip to Scotland in order to be at the Grand Opening of my great Turnberry Resort. Will be back on Sat. night!,2016-06-23 20:52:53,18715,4086,746144027616120833
Meet the amazing mother whose letter I read during my speech. She lost her son to policies supported by Clinton.http://www.breitbart.com/2016-presidential-race/2016/06/22/momsaysclintonscampaignspewshate/ …,2016-06-23 17:36:06,14750,6892,746094507201077248
"Read my full statement here on the Supreme Court's executive amnesty decision #imwithyou
https://www.donaldjtrump.com/press-releases/donald-j.-trump-statement-on-executive-amnesty-ruling …",2016-06-23 16:08:38,11020,4724,746072493950107650
Here is another CNN lie. The Clinton News Network is losing all credibility. I’m not watching it much anymore.http://www.breitbart.com/big-journalism/2016/06/23/cnns-clinton-cash-fact-check-ends-embarrassment-cristina-alesci-laurie-frankel/ …,2016-06-23 15:35:45,14787,6864,746064216373731328
"CNN, which is totally biased in favor of Clinton, should apologize. They knew they were wrong.http://www.breitbart.com/2016-presidential-race/2016/06/23/cnns-tom-foreman-caught-lying-in-trump-refugees-fact-check/ …",2016-06-23 15:34:35,13305,6281,746063926597672960
Our inner cities have been left behind. We will never have the resources to support our people if we have an open border.,2016-06-23 15:10:45,16243,5972,746057926800977920
"On immigration, I’m consulting with our immigration officers
& our wage-earners. Hillary Clinton is consulting with Wall Street.",2016-06-23 14:48:20,18868,6775,746052286640689157
"Obama & Clinton should stop meeting with special interests, & start meeting with the victims of illegal immigration.",2016-06-23 14:30:08,19229,7385,746047705709961216
Hillary Clinton’s open borders are tearing American families apart. I am going to make our country Safe Again for all Americans. #Imwithyou,2016-06-23 14:18:18,20554,6742,746044729343741956
"SC has kept us safe from exec amnesty--for now. But Hillary has pledged to expand it, taking jobs from Hispanic & African-American workers.",2016-06-23 14:07:46,12977,5039,746042076211593216
"Hillary Lies to Benghazi Families
#CrookedHillary
https://www.lyingcrookedhillary.com/lie/hillary-lies-to-benghazi-families/ …",2016-06-23 13:07:28,12377,5309,746026900502487040
"ISIS threatens us today because of the decisions Hillary Clinton has made along with President Obama.""  --  Donald J. Trump",2016-06-23 09:20:29,25434,9363,745969778267926532
"""Hillary Clinton may be the most corrupt person ever to seek the presidency.""  --   Donald J. Trump",2016-06-23 09:17:35,26180,10030,745969049943875585
"Thank you to Donald Rumsfeld for the endorsement. Very much appreciated. Clinton's conduct has been ""disqualifying.""",2016-06-23 09:13:22,20285,5982,745967990236143616
"""@AllegrettiVicki: You have great children, future presidents...and we all see were raised right and out there for their father."" Thank you.",2016-06-22 23:29:50,11940,2953,745821138773774341
"""@1lion: brilliant 3 word response to Hillary's 'I'm With You'  slogan http://bit.ly/28PIJre  @realDonaldTrump https://twitter.com/seanhannity/status/745651421874393088 …""",2016-06-22 22:26:09,9358,3179,745805112732430337
"""@justininglv: @realDonaldTrump great speech today!! It's all about America and that's why you will become president!!!!""  Thank you.",2016-06-22 22:24:01,12504,3415,745804574699692032
#Imwithyou http://bit.ly/28QBVdh pic.twitter.com/5EZ7X1ZZKh,2016-06-22 17:39:43,15582,6481,745733029289615361
#Imwithyoupic.twitter.com/iY4K7Wcw3C,2016-06-22 15:01:09,28107,13221,745693121095303168
Hillary says things can't change. I say they have to change. It's a choice between Americanism and her corrupt globalism. #Imwithyou,2016-06-22 15:00:47,33744,14029,745693029089034240
"""@chrisboydbrew: @LouDobbs @realDonaldTrump @FoxBusiness.. Saw your interview.You are the best! Great questions, great answers"" Lou is great",2016-06-21 23:48:27,12617,3527,745463436188934145
Crooked Hillary refuses to say that she will be raising taxes beyond belief! She will be a disaster for jobs and the economy!,2016-06-21 23:16:27,28615,9955,745455382882033664
I will be interviewed by @LouDobbs tonight on @FoxBusiness 7pm ET,2016-06-21 16:44:00,11203,3156,745356618125152256
"Hillary defrauded America as Secy of State. She used it as a personal hedge fund to get herself rich! Corrupt, dangerous, dishonest.",2016-06-21 13:19:22,33247,13926,745305119256875008
"If you want to know about Hillary Clinton's honesty & judgment, ask the family of Ambassador Stevens.",2016-06-21 13:17:49,25882,11963,745304731346702336
Hillary took money and did favors for regimes that enslave women and murder gays.,2016-06-21 13:16:14,29513,14504,745304333483393024
"I am ""the king of debt.""That has been great for me as a businessman, but is bad for the country. I made a fortune off of debt, will fix U.S.",2016-06-21 12:55:41,20262,6363,745299161130635264
Obama-Clinton inherited $10T in debt and turned it into nearly $20T.  They have bankrupted… https://www.instagram.com/p/BG7IYzumhZw/ ,2016-06-21 12:53:07,15322,6572,745298514096308225
Hillary Clinton's open borders immigration policies will drive down wages for all Americans - and make everyone less safe.,2016-06-21 12:44:28,23166,8992,745296338758270976
How can Hillary run the economy when she can't even send emails without putting entire nation at risk?,2016-06-21 12:42:47,40403,19535,745295914076672001
"Hillary Clinton surged the trade deficit with China 40% as
Secretary of State, costing Americans millions of jobs.",2016-06-21 12:38:07,18178,7139,745294739092684800
"Hillary says this election is about judgment.  She's right.  Her judgement has killed thousands, unleashed ISIS and wrecked the economy.",2016-06-21 12:36:40,40016,17415,745294375584956416
I will be making a big speech tomorrow to discuss the failed policies and bad judgment of Crooked Hillary Clinton.,2016-06-21 10:22:08,27922,9318,745260520282951681
"Crooked Hillary Clinton is totally unfit to be our president-really bad judgement and a temperament, according to new book, which is a mess!",2016-06-21 06:38:49,25451,8472,745204320593940480
"When I said that if, within the Orlando club, you had some people with guns, I was obviously talking about additional guards or employees",2016-06-20 06:24:12,30283,7885,744838252369043456
.@DJohnsonPGA We are so proud of you Dustin. Your reaction under pressure was amazing. First of many Majors. You are a true CHAMPION!,2016-06-19 21:22:16,21484,5696,744701872456536064
"""@bfraser747: Watch out HillaryClinton  Support @realDonaldTrump   #MakeAmericaGreatAgain  pic.twitter.com/UTYOLo7wGF""",2016-06-19 09:17:35,28786,10160,744519497764184064
"Yesterday's failing @NYTimes fraudulently shows an empty room prior to my speech, when in fact, it was packed!pic.twitter.com/iFuf8MdTEH",2016-06-18 23:01:15,27234,10585,744364393962569728
How can the NY Times show an empty room hours before my speech even started when they knew it was going to be packed? So totally dishonest!,2016-06-18 22:57:51,26035,7759,744363535635996672
"Donald Trump's Speech Is a Game Changer. #Trump2016
https://www.facebook.com/DonaldTrump/posts/10157169523180725 …pic.twitter.com/dIK3IyrYGC",2016-06-18 22:24:56,14250,4943,744355251365511169
See you soon Arizona! #Trump2016pic.twitter.com/W4z2eW5ay4,2016-06-18 21:28:32,13032,3677,744341058109247488
"I love you Arizona! Thank you!
#Trump2016 #AmericaFirstpic.twitter.com/QuTsSmeVdO",2016-06-18 21:10:55,16322,5078,744336626411700227
"MAKE AMERICA GREAT AGAIN! MAKE AMERICA SAFE AGAIN!
#Trump2016 #AmericaFirstpic.twitter.com/vN4K8FvQNT",2016-06-18 16:08:18,19500,7162,744260469431513088
"Thank you Las Vegas, Nevada!
#Trump2016 #AmericaFirst
https://www.facebook.com/DonaldTrump/posts/10157185637660725:0 …pic.twitter.com/m1EIra7YMU",2016-06-18 15:39:17,11879,3573,744253170218524672
"In Las Vegas, getting ready to speak!",2016-06-18 13:51:08,12992,2611,744225952465489920
"Join me in Phoenix, Arizona today at 4pm! #Trump2016 #AmericaFirst https://www.donaldjtrump.com/schedule/register/phoenix-az/ …pic.twitter.com/hSaIurAfvD",2016-06-18 13:22:31,9864,2803,744218749822083072
"Thank you Houston, Texas! 
#AmericaFirst #Trump2016
https://instagram.com/p/BGx4m15mhUu/ ",2016-06-17 22:44:21,12819,3455,743997751734657024
Thank you! #AmericaFirsthttps://twitter.com/tracyabc13/status/743924338701676544 …,2016-06-17 19:56:54,10690,3217,743955609851068417
The convention in Cleveland will be amazing!https://twitter.com/seanspicer/status/743936610371256320 …,2016-06-17 19:55:29,10478,3394,743955253226135552
Thank you- on my way!https://twitter.com/jimdalrympleii/status/743940933410914304 …,2016-06-17 19:51:43,9470,2685,743954307351908354
Thank you @DallasPD!https://twitter.com/dallaspd/status/743897962858741762 …,2016-06-17 19:24:13,9497,2711,743947386720923648
"Join me in Phoenix, Arizona tomorrow at 4pm! #Trump2016 #AmericaFirst
https://www.donaldjtrump.com/schedule/register/phoenix-az/ …pic.twitter.com/B51r30Mazd",2016-06-17 17:14:59,12081,3757,743914866063212544
THANK YOU! #AmericaFirstpic.twitter.com/qp07UfnnjM,2016-06-17 13:07:23,13980,4511,743852552257626112
MAKE AMERICA GREAT AGAIN! MAKE AMERICA SAFE AGAIN!,2016-06-17 07:24:04,38930,16207,743766155093934080
People very unhappy with Crooked Hillary and Obama on JOBS and SAFETY! Biggest trade deficit in many years! More attacks will follow Orlando,2016-06-17 07:20:36,23160,7326,743765281898536960
"Amazing crowd last night in Dallas - more spirit and passion than ever before. Today, all over the great State of Texas!",2016-06-17 07:04:58,19627,4827,743761349910487043
"""@VoteTrumpMAGA: The media attack on @realDonaldTrump is relentless. They are desperate. But, they keep #Trump in the news - a good thing.",2016-06-17 06:09:42,14632,4409,743747439954264065
"Thank you Dallas, Texas! 
https://www.facebook.com/DonaldTrump/posts/10157177470730725:0 …pic.twitter.com/2iYArmM7oN",2016-06-16 22:16:21,15126,4301,743628318402961408
"Houston, TX:
https://www.donaldjtrump.com/schedule/register/houston-tx/ …

Las Vegas, NV
https://www.donaldjtrump.com/schedule/register/las-vegas-nv2/ …

Phoenix, AZ:
https://www.donaldjtrump.com/schedule/register/phoenix-az/ …pic.twitter.com/2ToWwthEeF",2016-06-16 16:38:38,9860,3536,743543327467810817
"Join me in Houston, Texas tomorrow night at 7pm! Tickets: https://www.donaldjtrump.com/schedule/register/houston-tx/ …pic.twitter.com/Yd3f8xLpPl",2016-06-16 15:16:23,10238,3472,743522630230228993
"""Donald Trumps Speech Is a Game Changer."" https://www.facebook.com/DonaldTrump/posts/10157169523180725 …pic.twitter.com/J777QHdYa3",2016-06-16 12:59:00,13970,4798,743488055240196096
The trade deficit rose to a 7yr high thanks to horrible trade policies Clinton supports. I will fix it fast- JOBS!http://apne.ws/28HjJYz ,2016-06-16 12:54:39,13228,5125,743486962670141440
